post_id,majority_asian,majority_black,majority_hispanic,majority_man,majority_white,majority_woman,majority_overall,average_asian,average_black,average_hispanic,average_man,average_white,average_woman,average_overall,gpt_cot,gemini_cot,solar_cot
sbic_34944,1.0,,3.0,3.0,3.0,1.0,3.0,1.0,,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0
sbic_32515,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_32908,,,,3.0,3.0,2.0,3.0,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0
sbic_34900,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_17564,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_31222,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_30934,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_43819,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_20783,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,3.0,2.0
sbic_7688,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0
sbic_11348,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_43162,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_6285,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0
sbic_6452,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,
sbic_30420,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,2.0
sbic_40581,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_4954,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_27531,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_4107,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_25609,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0
sbic_30233,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,2.0,3.0,2.0
sbic_20775,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_30337,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_30072,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_28782,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_29847,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_29465,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_29708,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_11771,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_30622,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0
sbic_43767,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_6519,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,3.0,2.0
sbic_36276,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0
sbic_30585,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_5695,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,3.0,3.0,2.0
sbic_29168,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,
sbic_34206,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_20573,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_36147,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_24139,-1.0,,,1.0,1.0,-1.0,1.0,2.0,,,1.0,1.0,2.0,1.0,3.0,3.0,2.0
sbic_25167,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_30646,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_6355,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_25658,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_29611,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_35656,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_28299,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_27855,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,
sbic_10098,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_7406,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_3920,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_35872,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_6912,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_11853,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_39205,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_27230,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,
sbic_30242,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_7973,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_5773,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_10197,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_43383,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,
sbic_38484,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_25912,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_43292,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_26795,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,
sbic_26525,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_28626,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_24304,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_28865,-1.0,,,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,2.0,1.0,3.0,3.0,2.0
sbic_24510,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_9556,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_43489,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_24204,1.0,,,1.0,2.0,2.0,2.0,1.0,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_38354,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_39150,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_43665,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
sbic_2763,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_11745,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_4593,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_24625,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_20988,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,3.0,2.0
sbic_25863,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,
sbic_29097,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,3.0,2.0
sbic_10349,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0
sbic_40398,,3.0,,,-1.0,-1.0,-1.0,,3.0,,,2.0,2.0,2.0,3.0,3.0,2.0
sbic_20423,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,3.0,1.0
sbic_7948,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_43301,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_4452,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_29230,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sbic_28209,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_43627,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_36490,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_3570,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_35643,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_40868,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_28143,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_20539,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
sbic_30578,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_39956,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_21789,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_5707,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0
sbic_3542,,,3.0,-1.0,1.0,1.0,1.0,,,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0
sbic_15344,,,,2.0,2.0,,2.0,,,,2.0,2.0,,2.0,3.0,3.0,2.0
sbic_10634,3.0,,,3.0,1.0,-1.0,3.0,3.0,,,3.0,1.0,2.0,2.0,3.0,3.0,2.0
sbic_32098,,,,-1.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_27251,,,,-1.0,-1.0,2.0,-1.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_25942,,3.0,,-1.0,-1.0,3.0,-1.0,,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_25972,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_35844,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_25480,,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,1.0,1.0
sbic_43439,,,1.0,1.0,-1.0,,1.0,,,1.0,1.0,2.0,,1.0,3.0,3.0,3.0
sbic_43742,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_4619,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_9988,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_39695,,,,3.0,3.0,-1.0,3.0,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0
sbic_1761,,1.0,,3.0,-1.0,1.0,1.0,,1.0,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_25693,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_25363,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24529,,,2.0,,1.0,-1.0,-1.0,,,2.0,,1.0,2.0,2.0,2.0,1.0,1.0
sbic_29098,,,,3.0,-1.0,1.0,-1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_4261,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0
sbic_2247,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_43091,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,3.0,2.0
sbic_9326,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_33979,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_20122,,1.0,,1.0,-1.0,-1.0,1.0,,1.0,,1.0,2.0,2.0,1.0,3.0,3.0,3.0
sbic_8418,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,3.0,3.0
sbic_11470,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,3.0
sbic_4060,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_10536,,3.0,,-1.0,-1.0,3.0,3.0,,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,2.0
sbic_38797,,,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_20771,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0
sbic_36107,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,2.0,,2.0
sbic_14438,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_38373,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,2.0
sbic_30477,3.0,,,3.0,,,3.0,3.0,,,3.0,,,3.0,3.0,3.0,3.0
sbic_1851,,,,-1.0,-1.0,1.0,-1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_1067,,,,3.0,3.0,-1.0,3.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_3379,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_30094,,,,2.0,-1.0,1.0,-1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_24257,1.0,,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0
sbic_39163,,,,-1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0
sbic_28570,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_30380,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_29286,2.0,,,2.0,1.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_28742,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,3.0,2.0
sbic_30595,,,,-1.0,3.0,3.0,3.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24749,,,,3.0,-1.0,1.0,-1.0,,,,3.0,2.0,1.0,2.0,2.0,3.0,2.0
sbic_29887,,,,-1.0,3.0,3.0,3.0,,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_28562,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_28886,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
sbic_43248,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_30966,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_4559,,,,3.0,3.0,1.0,3.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_24931,,,,3.0,-1.0,2.0,-1.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_955,,,,3.0,2.0,2.0,2.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_5346,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_9694,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_10676,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_20518,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_25810,,,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_15424,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_8767,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_10088,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_8672,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_21374,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,2.0,3.0,2.0
sbic_3524,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_30869,2.0,,3.0,,,-1.0,-1.0,2.0,,3.0,,,2.0,2.0,3.0,3.0,3.0
sbic_35243,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,,3.0
sbic_35453,,,,-1.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,,3.0
sbic_3477,,1.0,,3.0,3.0,1.0,-1.0,,1.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_32170,,,1.0,1.0,-1.0,-1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
sbic_30218,3.0,,,3.0,3.0,,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_29477,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_42845,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_2047,2.0,,3.0,2.0,2.0,-1.0,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_29482,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_5342,,,,2.0,2.0,,2.0,,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_10042,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_25544,,3.0,,,,3.0,3.0,,3.0,,,,3.0,3.0,3.0,3.0,3.0
sbic_8403,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,,3.0
sbic_38351,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_29082,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_29149,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_24051,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_29717,3.0,,,-1.0,2.0,,-1.0,3.0,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_7078,,,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_40807,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_20856,,1.0,2.0,3.0,3.0,-1.0,-1.0,,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0
sbic_29375,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_42967,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0
sbic_28276,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_29225,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,2.0
sbic_36176,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0
sbic_3510,,,,2.0,3.0,3.0,3.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_1100,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_38816,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
sbic_25481,,1.0,,1.0,-1.0,-1.0,1.0,,1.0,,1.0,2.0,2.0,1.0,3.0,3.0,2.0
sbic_24500,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
sbic_25064,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_2240,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_11307,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,2.0
sbic_30988,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_10998,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_21522,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_31519,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0
sbic_4468,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_29300,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24996,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_31154,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_29692,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24675,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_28922,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_26751,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_3151,,,,2.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0
sbic_21116,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_25227,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_24065,,,2.0,,3.0,-1.0,-1.0,,,2.0,,3.0,2.0,2.0,3.0,3.0,3.0
sbic_24712,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0
sbic_28929,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_2076,2.0,,,3.0,-1.0,-1.0,-1.0,2.0,,,3.0,2.0,2.0,2.0,1.0,3.0,3.0
sbic_10221,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_29216,,,1.0,1.0,-1.0,-1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,
sbic_27418,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,3.0,2.0
sbic_15301,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_35803,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_25287,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24214,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_10776,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_24937,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,1.0,1.0,1.0
sbic_29360,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0
sbic_9649,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0
sbic_38346,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_24917,,,1.0,1.0,-1.0,-1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_6004,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_24078,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sbic_25449,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0
sbic_30854,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_20475,3.0,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0
