post_id,majority_asian,majority_black,majority_hispanic,majority_man,majority_white,majority_woman,majority_overall,average_asian,average_black,average_hispanic,average_man,average_white,average_woman,average_overall,gpt_cot,gemini_cot,solar_cot
mhsc_13462,,3.0,3.0,3.0,3.0,3.0,3,,3.0,3.0,3.0,3.0,3.0,3,3.0,,3.0
mhsc_16728,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_29500,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_29980,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_23149,,,1.0,1.0,1.0,,1,,,1.0,1.0,1.0,,1,1.0,1.0,2.0
mhsc_22360,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_20895,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,3.0,3.0,2.0
mhsc_6317,,,,2.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,2.0,3.0,2.0
mhsc_26762,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,3.0,3.0
mhsc_32008,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_23813,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_3645,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_16215,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_24520,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_32220,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_15361,,,,-1.0,3.0,3.0,3,,,,2.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_22606,1.0,,,,-1.0,1.0,1,1.0,,,,2.0,1.0,1,1.0,3.0,3.0
mhsc_17590,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_31506,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,3.0,2.0
mhsc_29162,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_29254,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_38032,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_196,,1.0,,3.0,1.0,1.0,1,,1.0,,3.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_12586,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_23080,,,1.0,1.0,,,1,,,1.0,1.0,,,1,3.0,3.0,3.0
mhsc_3899,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_1154,3.0,,,,2.0,-1.0,-1,3.0,,,,2.0,2.0,2,3.0,,3.0
mhsc_14927,,,,3.0,3.0,,3,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_30014,,2.0,,1.0,1.0,2.0,-1,,2.0,,1.0,1.0,2.0,2,3.0,3.0,3.0
mhsc_22564,,,2.0,,3.0,-1.0,-1,,,2.0,,3.0,2.0,2,1.0,1.0,1.0
mhsc_15069,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_18685,,3.0,,-1.0,1.0,1.0,1,,3.0,,2.0,1.0,1.0,2,1.0,1.0,2.0
mhsc_17834,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_15683,,3.0,,-1.0,1.0,1.0,1,,3.0,,2.0,1.0,1.0,2,1.0,1.0,1.0
mhsc_17103,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_33602,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,3.0,1.0
mhsc_31102,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,1.0,1.0,2.0
mhsc_38474,,,,,3.0,3.0,3,,,,,3.0,3.0,3,1.0,3.0,3.0
mhsc_3626,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_19297,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_33457,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_21778,,1.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_19769,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_38933,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_19175,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_4153,1.0,3.0,2.0,1.0,,-1.0,-1,1.0,3.0,2.0,1.0,,2.0,2,3.0,3.0,3.0
mhsc_23691,1.0,1.0,,,,1.0,1,1.0,1.0,,,,1.0,1,1.0,1.0,1.0
mhsc_6925,,,,2.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,2.0,3.0,2.0
mhsc_17764,1.0,,,-1.0,-1.0,1.0,1,1.0,,,2.0,2.0,1.0,1,1.0,1.0,2.0
mhsc_2754,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_21956,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_18702,,1.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_31783,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_29927,,1.0,,1.0,1.0,,1,,1.0,,1.0,1.0,,1,3.0,1.0,1.0
mhsc_23712,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_30914,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_7906,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_9647,,3.0,,-1.0,1.0,,-1,,3.0,,2.0,1.0,,2,3.0,3.0,3.0
mhsc_9998,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0
mhsc_31089,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_23600,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_38891,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_33218,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_38588,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_9950,1.0,,,1.0,,1.0,1,1.0,,,1.0,,1.0,1,1.0,1.0,1.0
mhsc_8457,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_13458,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_9640,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_22974,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_37650,,,1.0,1.0,,,1,,,1.0,1.0,,,1,1.0,1.0,1.0
mhsc_37797,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_31701,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_38294,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_22171,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_32813,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_33551,,1.0,,,,1.0,1,,1.0,,,,1.0,1,1.0,1.0,1.0
mhsc_16324,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_38368,1.0,,,,,1.0,1,1.0,,,,,1.0,1,1.0,1.0,1.0
mhsc_36685,,,,,2.0,2.0,2,,,,,2.0,2.0,2,1.0,3.0,1.0
mhsc_27641,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_11940,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_28690,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_18760,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_7396,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_12968,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_26009,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_18426,,3.0,,,,3.0,3,,3.0,,,,3.0,3,3.0,,3.0
mhsc_30779,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,,3.0
mhsc_2518,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_34909,3.0,,,,,3.0,3,3.0,,,,,3.0,3,3.0,,3.0
mhsc_26468,3.0,,,,3.0,3.0,3,3.0,,,,3.0,3.0,3,3.0,,3.0
mhsc_34585,1.0,,,-1.0,3.0,,-1,1.0,,,2.0,3.0,,2,3.0,,3.0
mhsc_2843,,,,3.0,3.0,-1.0,3,,,,3.0,2.0,2.0,2,3.0,,3.0
mhsc_35334,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_10655,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_34258,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_20395,,,,3.0,1.0,1.0,1,,,,3.0,2.0,1.0,2,3.0,,3.0
mhsc_37348,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_34077,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_14839,1.0,,,1.0,1.0,,1,1.0,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_707,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_30851,,1.0,,1.0,1.0,,1,,1.0,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_17423,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_1781,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_35025,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_20132,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_19901,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_1764,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_6957,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_21581,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_2201,1.0,,2.0,,1.0,1.0,1,1.0,,2.0,,1.0,1.0,1,1.0,1.0,2.0
mhsc_23341,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_4566,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_8215,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_28562,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_28558,1.0,1.0,,1.0,,1.0,1,1.0,1.0,,1.0,,1.0,1,3.0,1.0,2.0
mhsc_11762,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,1.0,1.0,1.0
mhsc_18444,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_21266,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_13570,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_4229,1.0,1.0,,,1.0,1.0,1,1.0,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_18612,,1.0,,1.0,,,1,,1.0,,1.0,,,1,1.0,1.0,1.0
mhsc_29625,,,,2.0,3.0,3.0,3,,,,2.0,3.0,3.0,3,1.0,3.0,3.0
mhsc_31454,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_14799,,1.0,,1.0,,,1,,1.0,,1.0,,,1,1.0,1.0,1.0
mhsc_21838,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_6432,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_10731,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_34787,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_35824,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_16219,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_27971,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_25403,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_926,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_20897,,,,3.0,-1.0,-1.0,-1,,,,3.0,2.0,2.0,2,1.0,1.0,1.0
mhsc_12225,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,3.0
mhsc_3735,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_391,,,1.0,1.0,-1.0,2.0,1,,,1.0,1.0,2.0,2.0,1,3.0,3.0,3.0
mhsc_29818,,3.0,,,,3.0,3,,3.0,,,,3.0,3,3.0,,3.0
mhsc_7749,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_36624,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_35326,1.0,,,1.0,,,1,1.0,,,1.0,,,1,1.0,1.0,2.0
mhsc_26560,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_11862,,2.0,,,1.0,-1.0,-1,,2.0,,,1.0,2.0,2,1.0,1.0,1.0
mhsc_26553,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_13662,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_18458,,,,,3.0,3.0,3,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_29023,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_20861,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_6031,,2.0,,1.0,1.0,1.0,1,,2.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_26203,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_36722,3.0,,,,,3.0,3,3.0,,,,,3.0,3,1.0,1.0,2.0
mhsc_6249,,,3.0,3.0,-1.0,-1.0,3,,,3.0,3.0,2.0,2.0,2,1.0,1.0,3.0
mhsc_12539,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_31558,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_19389,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,1.0,2.0
mhsc_10017,,,3.0,3.0,-1.0,-1.0,3,,,3.0,3.0,2.0,2.0,2,1.0,1.0,3.0
mhsc_16443,,1.0,1.0,1.0,,,1,,1.0,1.0,1.0,,,1,2.0,1.0,3.0
mhsc_27416,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,,3.0
mhsc_34524,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,,3.0
mhsc_19687,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_8670,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_17888,,,,2.0,-1.0,1.0,-1,,,,2.0,2.0,1.0,2,3.0,,3.0
mhsc_27593,,,3.0,,,3.0,3,,,3.0,,,3.0,3,3.0,,3.0
mhsc_38229,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_4488,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_29599,,,,1.0,1.0,-1.0,1,,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_20697,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,2.0,3.0,3.0
mhsc_18156,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,3.0,3.0
mhsc_16997,,,3.0,,-1.0,3.0,3,,,3.0,,2.0,2.0,2,3.0,3.0,3.0
mhsc_8398,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_7468,,,,,2.0,2.0,2,,,,,2.0,2.0,2,1.0,1.0,3.0
mhsc_24268,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_28833,3.0,3.0,,3.0,,3.0,3,3.0,3.0,,3.0,,3.0,3,3.0,3.0,3.0
mhsc_16930,,,,2.0,-1.0,1.0,-1,,,,2.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_2552,,2.0,,1.0,1.0,-1.0,1,,2.0,,1.0,2.0,2.0,2,1.0,1.0,2.0
mhsc_5148,1.0,1.0,,1.0,,,1,1.0,1.0,,1.0,,,1,3.0,3.0,1.0
mhsc_17669,,,,3.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_14708,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_13369,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_28536,,,1.0,1.0,,,1,,,1.0,1.0,,,1,2.0,1.0,2.0
mhsc_14197,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,1.0,2.0
mhsc_36001,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_22233,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,1.0
mhsc_12125,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_34007,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_28953,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_24249,,,,,3.0,3.0,3,,,,,3.0,3.0,3,1.0,3.0,3.0
mhsc_33860,1.0,,,1.0,,,1,1.0,,,1.0,,,1,1.0,1.0,1.0
mhsc_32724,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_3554,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_17930,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_33991,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_22261,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_14060,,1.0,,1.0,1.0,,1,,1.0,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_29351,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_13771,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_35479,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_7804,,,,1.0,1.0,2.0,1,,,,1.0,1.0,2.0,1,1.0,1.0,1.0
mhsc_23781,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_26733,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,3.0,1.0
mhsc_34092,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_1893,1.0,1.0,,1.0,1.0,1.0,1,1.0,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_1929,,,,,1.0,1.0,1,,,,,2.0,2.0,2,1.0,1.0,2.0
mhsc_9581,3.0,,,1.0,-1.0,3.0,3,3.0,,,1.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_18150,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_5021,,,,1.0,1.0,-1.0,1,,,,1.0,2.0,2.0,2,1.0,1.0,1.0
mhsc_35054,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_6380,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_3912,,3.0,,-1.0,-1.0,3.0,3,,3.0,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_37215,2.0,,,,,2.0,2,2.0,,,,,2.0,2,1.0,3.0,3.0
mhsc_18311,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_31903,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_3534,,,1.0,1.0,1.0,,1,,,1.0,1.0,1.0,,1,1.0,1.0,1.0
mhsc_3967,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_33030,1.0,,,1.0,3.0,3.0,-1,1.0,,,1.0,3.0,3.0,2,3.0,3.0,3.0
mhsc_15498,,,,-1.0,3.0,3.0,3,,,,2.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_25070,,1.0,,,3.0,-1.0,-1,,1.0,,,3.0,2.0,2,3.0,3.0,3.0
mhsc_38002,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,3.0
mhsc_21531,,1.0,,,-1.0,1.0,1,,1.0,,,2.0,2.0,2,1.0,1.0,3.0
mhsc_24773,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_23490,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_6388,,,,3.0,-1.0,1.0,-1,,,,2.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_7096,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_36388,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_16072,,,3.0,,3.0,3.0,3,,,3.0,,3.0,3.0,3,1.0,1.0,1.0
mhsc_35372,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_735,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_39015,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_16893,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,3.0
mhsc_37386,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,3.0,1.0
mhsc_6248,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_10254,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_11657,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_4680,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_28087,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_9849,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_5541,,,1.0,,1.0,1.0,1,,,1.0,,1.0,1.0,1,1.0,1.0,2.0
mhsc_34160,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_15751,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_17657,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,2.0,1.0,2.0
mhsc_7867,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,,3.0
mhsc_21718,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_33672,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,1.0,1.0,2.0
mhsc_26986,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,2.0,3.0,2.0
mhsc_32000,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,1.0
mhsc_12400,2.0,1.0,,-1.0,1.0,1.0,1,2.0,1.0,,2.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_5215,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_14704,,,,3.0,-1.0,2.0,-1,,,,3.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_36679,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_36396,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,1.0
mhsc_21115,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_21659,,,,,3.0,3.0,3,,,,,3.0,3.0,3,1.0,1.0,2.0
mhsc_34958,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,2.0,2.0
mhsc_36351,,,,,3.0,3.0,3,,,,,3.0,3.0,3,1.0,1.0,2.0
mhsc_9210,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_3527,,1.0,1.0,1.0,-1.0,-1.0,1,,1.0,1.0,1.0,2.0,2.0,1,3.0,3.0,3.0
mhsc_6492,3.0,,,1.0,1.0,3.0,1,3.0,,,1.0,1.0,3.0,2,3.0,3.0,3.0
mhsc_26179,,1.0,,,,1.0,1,,1.0,,,,1.0,1,3.0,1.0,2.0
mhsc_20255,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,3.0,2,3.0,3.0,3.0
